Product_ID,Product_Name,Category,Screen_Size,Resolution,Panel_Type,Price_USD,MSRP_USD,Cost_USD,Margin_Percent,Weight_LBS,Dimensions,HDR_Support,Smart_TV,Refresh_Rate,Release_Year,Warranty_Years,Energy_Rating,Stock_Status
COMMERCIAL-DISPLAY-48-04375,"Commercial Display 48"" - Model 04375",Commercial Display,48,1440p,LCD,1254.42,1446.06,819.91,35.0,45.2,42.7x24.5x3.2,N/A,No,144Hz,2024,3,B+,In Stock
ACCESSORIES-0-04376,Accessories - SKU 04376,Accessories,0,1440p,VA,99.65,123.36,65.15,35.0,6.9,N/A,N/A,Yes,75Hz,2023,1,A+++,In Stock
OLED-TV-43-04377,"OLED TV 43"" - Model 04377",OLED TV,43,1440p,N/A,1729.89,2028.43,1178.65,32.0,46.6,38.3x21.9x4.4,N/A,N/A,240Hz,2024,5,N/A,In Stock
AUDIO-80-04378,"Audio 80"" - Model 04378",Audio,80,720p,DLP,113.68,146.77,78.31,31.0,71.7,71.2x40.8x4.3,No,Yes,75Hz,2024,1,A+++,Limited
COMMERCIAL-DISPLAY-75-04379,"Commercial Display 75"" - Model 04379",Commercial Display,75,1080p,QLED,1536.97,1900.41,1015.96,34.0,67.5,66.8x38.2x2.6,Yes,N/A,75Hz,2023,1,N/A,Limited
COMMERCIAL-DISPLAY-77-04380,"Commercial Display 77"" - Model 04380",Commercial Display,77,4K UHD,N/A,1508.47,1703.6,1054.16,30.0,71.2,68.5x39.3x2.9,No,No,60Hz,2023,3,N/A,In Stock
ACCESSORIES-0-04381,Accessories - SKU 04381,Accessories,0,1440p,LCD,117.55,139.92,81.07,31.0,7.1,N/A,No,Yes,75Hz,2024,1,B+,Pre-order
QLED-TV-65-04382,"QLED TV 65"" - Model 04382",QLED TV,65,720p,DLP,1505.78,1944.56,771.88,49.0,66.6,57.9x33.1x3.1,Yes,N/A,165Hz,2024,2,B+,In Stock
AUDIO-40-04383,"Audio 40"" - Model 04383",Audio,40,1080p,VA,177.02,228.91,115.6,35.0,41.8,35.6x20.4x3.7,Yes,Yes,60Hz,2024,5,B+,Pre-order
COMPUTER-MONITOR-45-04384,"Computer Monitor 45"" - Model 04384",Computer Monitor,45,4K UHD,DLP,550.91,673.19,384.75,30.0,42.8,40.0x22.9x4.8,No,No,240Hz,2024,3,B+,Limited
OLED-TV-83-04385,"OLED TV 83"" - Model 04385",OLED TV,83,4K UHD,QLED,2551.71,3220.21,1478.58,42.0,80.6,73.9x42.3x2.1,Yes,Yes,75Hz,2024,1,N/A,Pre-order
ACCESSORIES-0-04386,Accessories - SKU 04386,Accessories,0,4K UHD,LCD,230.46,282.79,118.44,49.0,7.5,N/A,No,Yes,240Hz,2024,1,A+,In Stock
COMPUTER-MONITOR-45-04387,"Computer Monitor 45"" - Model 04387",Computer Monitor,45,1440p,IPS,578.26,722.72,391.84,32.0,44.3,40.0x22.9x3.7,No,No,165Hz,2023,1,A+,In Stock
PROJECTOR-65-04388,"Projector 65"" - Model 04388",Projector,65,8K UHD,LCD,1407.54,1745.15,881.46,37.0,60.5,57.9x33.1x3.7,No,Yes,120Hz,2024,3,B+,In Stock
OLED-TV-60-04389,"OLED TV 60"" - Model 04389",OLED TV,60,8K UHD,VA,1955.56,2329.52,1217.45,38.0,53.7,53.4x30.6x4.8,Yes,No,144Hz,2024,3,B+,Limited
PROJECTOR-77-04390,"Projector 77"" - Model 04390",Projector,77,1440p,Laser,1044.28,1235.0,688.48,34.0,67.0,68.5x39.3x3.5,No,No,144Hz,2024,3,A++,Limited
AUDIO-65-04391,"Audio 65"" - Model 04391",Audio,65,1080p,VA,52.48,63.26,34.66,34.0,58.8,57.9x33.1x4.5,Yes,N/A,165Hz,2024,5,A+++,In Stock
COMPUTER-MONITOR-45-04392,"Computer Monitor 45"" - Model 04392",Computer Monitor,45,720p,OLED,622.85,725.58,325.32,48.0,50.0,40.0x22.9x4.1,No,N/A,144Hz,2024,1,B+,In Stock
ACCESSORIES-0-04393,Accessories - SKU 04393,Accessories,0,8K UHD,Laser,179.01,217.73,121.3,32.0,6.6,N/A,N/A,N/A,N/A,2023,1,A+++,In Stock
PROJECTOR-80-04394,"Projector 80"" - Model 04394",Projector,80,8K UHD,DLP,1361.07,1683.88,921.15,32.0,77.4,71.2x40.8x4.0,Yes,N/A,N/A,2024,2,B+,In Stock
COMMERCIAL-DISPLAY-45-04395,"Commercial Display 45"" - Model 04395",Commercial Display,45,1440p,LCD,1140.74,1333.78,579.16,49.0,47.9,40.0x22.9x2.5,N/A,Yes,N/A,2024,3,A+++,In Stock
COMPUTER-MONITOR-48-04396,"Computer Monitor 48"" - Model 04396",Computer Monitor,48,1440p,OLED,725.8,881.27,395.61,45.0,46.6,42.7x24.5x4.0,N/A,N/A,144Hz,2024,3,A+,Pre-order
ACCESSORIES-0-04397,Accessories - SKU 04397,Accessories,0,1080p,OLED,189.55,228.25,116.22,39.0,2.5,N/A,No,No,144Hz,2023,1,A+,Limited
PROJECTOR-85-04398,"Projector 85"" - Model 04398",Projector,85,1440p,VA,1114.24,1409.04,676.25,39.0,75.4,75.7x43.4x2.8,N/A,N/A,144Hz,2024,3,B+,In Stock
LCD-TV-77-04399,"LCD TV 77"" - Model 04399",LCD TV,77,4K UHD,DLP,900.45,1001.29,458.78,49.0,72.4,68.5x39.3x2.8,No,Yes,75Hz,2024,1,A+,In Stock
PROJECTOR-77-04400,"Projector 77"" - Model 04400",Projector,77,720p,IPS,753.85,840.06,474.93,37.0,76.5,68.5x39.3x4.0,N/A,Yes,60Hz,2023,2,A+++,In Stock
QLED-TV-80-04401,"QLED TV 80"" - Model 04401",QLED TV,80,1080p,QLED,1731.65,2161.09,1064.55,39.0,73.9,71.2x40.8x2.3,Yes,Yes,75Hz,2024,3,A++,In Stock
OLED-TV-75-04402,"OLED TV 75"" - Model 04402",OLED TV,75,720p,LCD,2303.84,2743.25,1239.07,46.0,74.4,66.8x38.2x2.6,Yes,N/A,240Hz,2024,2,N/A,In Stock
QLED-TV-60-04403,"QLED TV 60"" - Model 04403",QLED TV,60,4K UHD,LCD,1424.81,1622.05,872.1,39.0,58.1,53.4x30.6x2.4,No,N/A,60Hz,2024,2,A++,In Stock
QLED-TV-60-04404,"QLED TV 60"" - Model 04404",QLED TV,60,8K UHD,OLED,1477.94,1715.35,854.61,42.0,57.5,53.4x30.6x4.7,N/A,Yes,75Hz,2024,2,B+,In Stock
LCD-TV-85-04405,"LCD TV 85"" - Model 04405",LCD TV,85,8K UHD,Laser,843.75,1088.96,483.94,43.0,82.6,75.7x43.4x4.6,N/A,No,144Hz,2024,3,A++,In Stock
OLED-TV-55-04406,"OLED TV 55"" - Model 04406",OLED TV,55,1440p,OLED,1928.48,2198.44,997.11,48.0,49.6,49.0x28.1x3.4,No,No,240Hz,2023,3,A++,In Stock
COMMERCIAL-DISPLAY-70-04407,"Commercial Display 70"" - Model 04407",Commercial Display,70,720p,OLED,1469.53,1726.11,783.12,47.0,66.4,62.3x35.7x5.0,N/A,N/A,120Hz,2024,3,N/A,In Stock
OLED-TV-50-04408,"OLED TV 50"" - Model 04408",OLED TV,50,1080p,IPS,1795.99,2035.45,1052.53,41.0,54.2,44.5x25.5x3.6,N/A,No,75Hz,2024,2,A+,In Stock
QLED-TV-85-04409,"QLED TV 85"" - Model 04409",QLED TV,85,4K UHD,VA,1818.82,2344.15,958.72,47.0,76.6,75.7x43.4x2.9,No,Yes,60Hz,2024,3,A+++,In Stock
LCD-TV-65-04410,"LCD TV 65"" - Model 04410",LCD TV,65,4K UHD,OLED,805.37,892.52,558.93,31.0,65.0,57.9x33.1x4.0,N/A,Yes,N/A,2024,2,N/A,In Stock
QLED-TV-24-04411,"QLED TV 24"" - Model 04411",QLED TV,24,1080p,DLP,952.99,1214.6,477.47,50.0,27.7,21.4x12.2x2.6,No,No,75Hz,2024,5,B+,In Stock
PROJECTOR-60-04412,"Projector 60"" - Model 04412",Projector,60,4K UHD,N/A,1603.34,1942.47,1021.55,36.0,61.9,53.4x30.6x4.0,N/A,Yes,165Hz,2024,5,A+,In Stock
LCD-TV-55-04413,"LCD TV 55"" - Model 04413",LCD TV,55,1080p,DLP,704.93,868.24,373.9,47.0,49.1,49.0x28.1x2.9,Yes,No,240Hz,2024,2,A+++,In Stock
PROJECTOR-43-04414,"Projector 43"" - Model 04414",Projector,43,8K UHD,OLED,300.58,349.79,199.33,34.0,41.7,38.3x21.9x3.3,N/A,Yes,120Hz,2024,3,A++,In Stock
PROJECTOR-48-04415,"Projector 48"" - Model 04415",Projector,48,1440p,Laser,973.9,1250.84,535.98,45.0,45.4,42.7x24.5x2.9,No,No,165Hz,2024,1,N/A,Limited
LCD-TV-77-04416,"LCD TV 77"" - Model 04416",LCD TV,77,1080p,IPS,850.43,971.51,566.34,33.0,69.1,68.5x39.3x3.1,Yes,No,240Hz,2024,1,N/A,In Stock
ACCESSORIES-0-04417,Accessories - SKU 04417,Accessories,0,1080p,Laser,239.5,297.65,124.96,48.0,0.8,N/A,N/A,No,144Hz,2024,2,A+,Limited
COMMERCIAL-DISPLAY-75-04418,"Commercial Display 75"" - Model 04418",Commercial Display,75,4K UHD,N/A,1566.31,2009.29,1028.2,34.0,70.7,66.8x38.2x4.2,Yes,No,75Hz,2024,2,B+,Limited
PROJECTOR-27-04419,"Projector 27"" - Model 04419",Projector,27,8K UHD,QLED,553.31,658.59,379.02,31.0,36.1,24.0x13.8x3.9,No,Yes,N/A,2024,2,N/A,In Stock
ACCESSORIES-0-04420,Accessories - SKU 04420,Accessories,0,1440p,N/A,293.18,369.2,167.29,43.0,4.0,N/A,Yes,Yes,60Hz,2024,5,A++,In Stock
AUDIO-60-04421,"Audio 60"" - Model 04421",Audio,60,720p,Laser,258.56,311.94,152.05,41.0,53.8,53.4x30.6x3.5,N/A,No,120Hz,2024,2,N/A,In Stock
OLED-TV-98-04422,"OLED TV 98"" - Model 04422",OLED TV,98,720p,VA,2759.37,3175.95,1727.89,37.0,91.1,87.2x50.0x3.4,Yes,N/A,165Hz,2024,3,A+++,In Stock
LCD-TV-85-04423,"LCD TV 85"" - Model 04423",LCD TV,85,1080p,VA,924.87,1142.21,614.23,34.0,78.5,75.7x43.4x2.3,No,No,60Hz,2023,3,N/A,Limited
PROJECTOR-40-04424,"Projector 40"" - Model 04424",Projector,40,1440p,Laser,615.53,766.61,314.96,49.0,44.2,35.6x20.4x3.2,N/A,No,N/A,2024,1,A+,In Stock
ACCESSORIES-0-04425,Accessories - SKU 04425,Accessories,0,720p,Laser,54.02,63.05,28.17,48.0,2.9,N/A,Yes,Yes,N/A,2024,5,A+,In Stock
LCD-TV-55-04426,"LCD TV 55"" - Model 04426",LCD TV,55,8K UHD,OLED,634.8,714.29,380.53,40.0,50.1,49.0x28.1x4.5,N/A,No,60Hz,2024,3,N/A,In Stock
COMMERCIAL-DISPLAY-83-04427,"Commercial Display 83"" - Model 04427",Commercial Display,83,1440p,VA,1595.09,1914.55,876.05,45.0,79.3,73.9x42.3x2.1,No,Yes,75Hz,2024,2,A++,Limited
COMPUTER-MONITOR-85-04428,"Computer Monitor 85"" - Model 04428",Computer Monitor,85,720p,OLED,1095.94,1334.85,653.97,40.0,76.2,75.7x43.4x3.0,N/A,Yes,165Hz,2024,2,B+,In Stock
QLED-TV-75-04429,"QLED TV 75"" - Model 04429",QLED TV,75,720p,OLED,1602.71,1839.21,1076.61,33.0,70.4,66.8x38.2x2.9,Yes,N/A,240Hz,2024,2,B+,Pre-order
LCD-TV-48-04430,"LCD TV 48"" - Model 04430",LCD TV,48,1080p,LCD,623.76,773.71,364.37,42.0,48.0,42.7x24.5x2.2,Yes,Yes,240Hz,2024,2,N/A,Pre-order
COMMERCIAL-DISPLAY-48-04431,"Commercial Display 48"" - Model 04431",Commercial Display,48,1080p,Laser,1257.05,1616.64,672.06,47.0,49.9,42.7x24.5x4.5,No,No,N/A,2023,2,A+,In Stock
AUDIO-48-04432,"Audio 48"" - Model 04432",Audio,48,1080p,IPS,263.16,327.51,176.86,33.0,44.9,42.7x24.5x4.5,N/A,No,60Hz,2023,3,N/A,In Stock
LCD-TV-70-04433,"LCD TV 70"" - Model 04433",LCD TV,70,8K UHD,QLED,831.49,977.06,506.89,39.0,61.4,62.3x35.7x2.2,N/A,Yes,144Hz,2024,2,A+++,In Stock
ACCESSORIES-0-04434,Accessories - SKU 04434,Accessories,0,720p,QLED,275.66,344.22,158.72,42.0,8.8,N/A,No,N/A,N/A,2024,1,N/A,Pre-order
PROJECTOR-85-04435,"Projector 85"" - Model 04435",Projector,85,8K UHD,IPS,1925.33,2458.84,1203.28,38.0,77.5,75.7x43.4x3.1,No,N/A,144Hz,2024,3,B+,Limited
COMMERCIAL-DISPLAY-77-04436,"Commercial Display 77"" - Model 04436",Commercial Display,77,1080p,N/A,1479.53,1745.77,1033.81,30.0,76.6,68.5x39.3x3.0,N/A,N/A,165Hz,2024,1,B+,Pre-order
COMMERCIAL-DISPLAY-40-04437,"Commercial Display 40"" - Model 04437",Commercial Display,40,8K UHD,DLP,1082.29,1339.77,622.77,42.0,46.0,35.6x20.4x2.1,Yes,N/A,75Hz,2023,3,B+,Limited
COMMERCIAL-DISPLAY-77-04438,"Commercial Display 77"" - Model 04438",Commercial Display,77,1080p,QLED,1480.39,1734.27,951.78,36.0,70.2,68.5x39.3x4.5,No,No,165Hz,2023,2,B+,In Stock
COMMERCIAL-DISPLAY-83-04439,"Commercial Display 83"" - Model 04439",Commercial Display,83,4K UHD,N/A,1678.22,2177.75,867.71,48.0,73.0,73.9x42.3x2.3,N/A,Yes,144Hz,2023,2,A++,In Stock
OLED-TV-77-04440,"OLED TV 77"" - Model 04440",OLED TV,77,1440p,VA,2294.46,2762.87,1252.66,45.0,72.9,68.5x39.3x4.0,Yes,No,144Hz,2024,5,A++,In Stock
PROJECTOR-85-04441,"Projector 85"" - Model 04441",Projector,85,1080p,DLP,842.22,1007.53,455.0,46.0,82.5,75.7x43.4x2.6,N/A,Yes,75Hz,2023,3,B+,In Stock
PROJECTOR-80-04442,"Projector 80"" - Model 04442",Projector,80,8K UHD,Laser,585.45,749.07,344.11,41.0,78.9,71.2x40.8x2.6,Yes,N/A,144Hz,2024,1,B+,In Stock
AUDIO-70-04443,"Audio 70"" - Model 04443",Audio,70,720p,LCD,64.21,82.73,36.13,44.0,61.9,62.3x35.7x2.5,N/A,No,144Hz,2023,5,A++,Limited
OLED-TV-48-04444,"OLED TV 48"" - Model 04444",OLED TV,48,1440p,IPS,1731.07,2073.88,865.7,50.0,46.0,42.7x24.5x4.4,N/A,N/A,165Hz,2024,1,A+++,Limited
COMMERCIAL-DISPLAY-85-04445,"Commercial Display 85"" - Model 04445",Commercial Display,85,1440p,VA,1583.53,1974.66,953.37,40.0,75.0,75.7x43.4x2.9,No,N/A,240Hz,2024,5,N/A,Limited
OLED-TV-60-04446,"OLED TV 60"" - Model 04446",OLED TV,60,4K UHD,DLP,2066.8,2516.74,1065.42,48.0,62.1,53.4x30.6x2.9,N/A,No,165Hz,2024,3,A+,In Stock
QLED-TV-83-04447,"QLED TV 83"" - Model 04447",QLED TV,83,1440p,OLED,1812.81,2167.22,1031.88,43.0,74.4,73.9x42.3x4.2,N/A,No,165Hz,2024,1,A++,In Stock
PROJECTOR-45-04448,"Projector 45"" - Model 04448",Projector,45,1440p,DLP,1867.91,2378.22,934.86,50.0,44.8,40.0x22.9x3.1,N/A,No,144Hz,2024,5,N/A,In Stock
COMPUTER-MONITOR-55-04449,"Computer Monitor 55"" - Model 04449",Computer Monitor,55,8K UHD,DLP,678.99,853.67,376.5,45.0,56.5,49.0x28.1x2.3,N/A,No,75Hz,2024,3,A+,Limited
COMMERCIAL-DISPLAY-83-04450,"Commercial Display 83"" - Model 04450",Commercial Display,83,720p,QLED,1656.5,2145.57,866.41,48.0,71.7,73.9x42.3x3.6,N/A,Yes,120Hz,2024,1,N/A,Limited
QLED-TV-60-04451,"QLED TV 60"" - Model 04451",QLED TV,60,720p,N/A,1396.36,1597.38,774.7,45.0,53.8,53.4x30.6x4.4,N/A,No,120Hz,2024,2,N/A,Pre-order
AUDIO-40-04452,"Audio 40"" - Model 04452",Audio,40,1440p,VA,116.43,146.52,68.87,41.0,42.2,35.6x20.4x2.3,N/A,N/A,60Hz,2024,5,A+++,In Stock
PROJECTOR-24-04453,"Projector 24"" - Model 04453",Projector,24,1080p,N/A,676.88,841.85,434.72,36.0,31.3,21.4x12.2x4.2,N/A,N/A,120Hz,2024,3,N/A,In Stock
COMMERCIAL-DISPLAY-75-04454,"Commercial Display 75"" - Model 04454",Commercial Display,75,720p,VA,1557.27,1732.43,955.88,39.0,66.0,66.8x38.2x3.7,No,N/A,120Hz,2024,5,A++,Limited
ACCESSORIES-0-04455,Accessories - SKU 04455,Accessories,0,1440p,Laser,21.59,24.47,11.6,46.0,7.6,N/A,No,Yes,60Hz,2023,2,B+,In Stock
PROJECTOR-40-04456,"Projector 40"" - Model 04456",Projector,40,1440p,VA,807.79,1033.89,561.74,30.0,43.2,35.6x20.4x2.7,No,No,75Hz,2024,2,A++,In Stock
AUDIO-55-04457,"Audio 55"" - Model 04457",Audio,55,1440p,N/A,226.02,258.4,153.67,32.0,53.2,49.0x28.1x3.9,N/A,N/A,75Hz,2024,5,A+++,In Stock
ACCESSORIES-0-04458,Accessories - SKU 04458,Accessories,0,4K UHD,OLED,177.89,220.98,114.12,36.0,7.5,N/A,Yes,N/A,60Hz,2023,2,B+,In Stock
LCD-TV-32-04459,"LCD TV 32"" - Model 04459",LCD TV,32,1080p,QLED,516.43,578.56,360.39,30.0,40.5,28.5x16.3x2.6,N/A,Yes,165Hz,2024,3,A++,Pre-order
PROJECTOR-70-04460,"Projector 70"" - Model 04460",Projector,70,8K UHD,OLED,1212.38,1445.64,775.13,36.0,66.6,62.3x35.7x2.0,Yes,No,60Hz,2024,3,A+,Limited
LCD-TV-83-04461,"LCD TV 83"" - Model 04461",LCD TV,83,1440p,DLP,892.98,1052.19,574.13,36.0,76.1,73.9x42.3x4.7,Yes,No,75Hz,2024,3,A+++,In Stock
COMMERCIAL-DISPLAY-50-04462,"Commercial Display 50"" - Model 04462",Commercial Display,50,1080p,IPS,1201.98,1426.48,808.77,33.0,51.2,44.5x25.5x3.1,No,Yes,144Hz,2024,1,A+,In Stock
AUDIO-24-04463,"Audio 24"" - Model 04463",Audio,24,1440p,DLP,149.81,190.14,100.95,33.0,25.3,21.4x12.2x4.2,No,No,144Hz,2023,1,B+,Limited
COMPUTER-MONITOR-45-04464,"Computer Monitor 45"" - Model 04464",Computer Monitor,45,8K UHD,Laser,586.07,729.84,403.52,31.0,49.2,40.0x22.9x3.8,N/A,Yes,120Hz,2024,3,B+,In Stock
QLED-TV-45-04465,"QLED TV 45"" - Model 04465",QLED TV,45,4K UHD,OLED,1167.33,1442.67,795.84,32.0,44.7,40.0x22.9x2.6,Yes,No,75Hz,2024,5,A+++,Pre-order
COMPUTER-MONITOR-85-04466,"Computer Monitor 85"" - Model 04466",Computer Monitor,85,1080p,Laser,1066.49,1227.32,705.34,34.0,74.4,75.7x43.4x4.5,Yes,N/A,120Hz,2024,5,A+++,In Stock
COMPUTER-MONITOR-83-04467,"Computer Monitor 83"" - Model 04467",Computer Monitor,83,1440p,IPS,988.66,1221.05,510.73,48.0,78.7,73.9x42.3x2.3,N/A,N/A,75Hz,2024,3,A+,In Stock
COMMERCIAL-DISPLAY-40-04468,"Commercial Display 40"" - Model 04468",Commercial Display,40,720p,Laser,1129.17,1349.99,651.17,42.0,44.8,35.6x20.4x3.0,No,Yes,240Hz,2024,3,A++,In Stock
AUDIO-80-04469,"Audio 80"" - Model 04469",Audio,80,4K UHD,IPS,74.61,95.21,47.52,36.0,76.5,71.2x40.8x4.2,N/A,N/A,165Hz,2024,1,N/A,In Stock
QLED-TV-98-04470,"QLED TV 98"" - Model 04470",QLED TV,98,720p,LCD,1937.85,2251.21,1248.53,36.0,90.1,87.2x50.0x4.8,N/A,Yes,165Hz,2024,3,A++,Pre-order
AUDIO-43-04471,"Audio 43"" - Model 04471",Audio,43,1080p,OLED,191.58,240.25,117.8,39.0,49.0,38.3x21.9x3.2,Yes,Yes,240Hz,2024,1,B+,Pre-order
COMMERCIAL-DISPLAY-50-04472,"Commercial Display 50"" - Model 04472",Commercial Display,50,720p,VA,1276.71,1419.15,729.61,43.0,53.5,44.5x25.5x2.6,No,Yes,165Hz,2024,3,A+++,In Stock
QLED-TV-65-04473,"QLED TV 65"" - Model 04473",QLED TV,65,720p,N/A,1432.54,1723.74,784.8,45.0,63.9,57.9x33.1x2.5,No,N/A,N/A,2024,2,A+++,In Stock
COMMERCIAL-DISPLAY-83-04474,"Commercial Display 83"" - Model 04474",Commercial Display,83,4K UHD,N/A,1673.02,2017.91,990.37,41.0,79.7,73.9x42.3x4.9,Yes,N/A,75Hz,2023,2,A+,Limited
AUDIO-65-04475,"Audio 65"" - Model 04475",Audio,65,4K UHD,QLED,25.51,30.71,14.24,44.0,63.3,57.9x33.1x3.4,Yes,N/A,240Hz,2024,3,A+++,Limited
COMMERCIAL-DISPLAY-43-04476,"Commercial Display 43"" - Model 04476",Commercial Display,43,720p,OLED,1198.05,1366.43,769.38,36.0,39.4,38.3x21.9x3.7,Yes,No,120Hz,2024,2,B+,Limited
LCD-TV-32-04477,"LCD TV 32"" - Model 04477",LCD TV,32,8K UHD,VA,452.82,527.07,314.57,31.0,33.4,28.5x16.3x4.5,Yes,Yes,240Hz,2024,2,A+,In Stock
PROJECTOR-50-04478,"Projector 50"" - Model 04478",Projector,50,4K UHD,VA,1786.51,1990.04,1001.12,44.0,53.0,44.5x25.5x3.6,Yes,No,120Hz,2024,3,A++,Pre-order
ACCESSORIES-0-04479,Accessories - SKU 04479,Accessories,0,4K UHD,VA,-11.04,-12.61,-7.39,33.0,3.1,N/A,Yes,N/A,75Hz,2024,2,N/A,Pre-order
COMMERCIAL-DISPLAY-85-04480,"Commercial Display 85"" - Model 04480",Commercial Display,85,1080p,LCD,1695.9,2070.5,1066.39,37.0,73.1,75.7x43.4x4.3,Yes,N/A,165Hz,2024,2,A++,In Stock
PROJECTOR-40-04481,"Projector 40"" - Model 04481",Projector,40,8K UHD,Laser,1088.25,1363.17,647.05,41.0,46.3,35.6x20.4x3.5,N/A,Yes,165Hz,2024,1,A++,Pre-order
QLED-TV-80-04482,"QLED TV 80"" - Model 04482",QLED TV,80,4K UHD,OLED,1669.7,2101.46,942.06,44.0,76.6,71.2x40.8x2.5,Yes,No,N/A,2024,2,A++,In Stock
OLED-TV-45-04483,"OLED TV 45"" - Model 04483",OLED TV,45,720p,IPS,1781.41,2026.14,1040.19,42.0,43.3,40.0x22.9x4.1,N/A,N/A,165Hz,2024,2,N/A,In Stock
LCD-TV-85-04484,"LCD TV 85"" - Model 04484",LCD TV,85,8K UHD,Laser,832.89,980.76,419.2,50.0,81.3,75.7x43.4x4.2,N/A,No,60Hz,2024,2,N/A,In Stock
COMPUTER-MONITOR-98-04485,"Computer Monitor 98"" - Model 04485",Computer Monitor,98,1080p,Laser,1091.25,1336.2,715.55,34.0,93.3,87.2x50.0x3.0,N/A,Yes,165Hz,2024,2,A+++,Pre-order
OLED-TV-98-04486,"OLED TV 98"" - Model 04486",OLED TV,98,8K UHD,LCD,2848.66,3299.06,1505.68,47.0,92.8,87.2x50.0x3.7,Yes,No,75Hz,2024,3,A+++,In Stock
QLED-TV-80-04487,"QLED TV 80"" - Model 04487",QLED TV,80,1440p,VA,1736.19,2152.47,1105.8,36.0,77.1,71.2x40.8x3.8,Yes,No,144Hz,2024,2,A+,In Stock
OLED-TV-24-04488,"OLED TV 24"" - Model 04488",OLED TV,24,1080p,LCD,1322.41,1498.75,873.04,34.0,28.2,21.4x12.2x3.0,N/A,No,144Hz,2024,1,B+,In Stock
OLED-TV-83-04489,"OLED TV 83"" - Model 04489",OLED TV,83,720p,OLED,2501.39,3193.7,1675.54,33.0,76.1,73.9x42.3x4.6,Yes,N/A,75Hz,2024,2,N/A,Pre-order
COMMERCIAL-DISPLAY-60-04490,"Commercial Display 60"" - Model 04490",Commercial Display,60,1440p,OLED,1305.65,1643.76,688.23,47.0,61.0,53.4x30.6x5.0,N/A,Yes,165Hz,2024,1,A+,Limited
LCD-TV-40-04491,"LCD TV 40"" - Model 04491",LCD TV,40,1440p,DLP,515.85,637.66,337.39,35.0,37.5,35.6x20.4x4.6,No,N/A,60Hz,2024,1,A++,In Stock
COMPUTER-MONITOR-43-04492,"Computer Monitor 43"" - Model 04492",Computer Monitor,43,1080p,VA,605.26,758.83,348.62,42.0,43.6,38.3x21.9x2.8,Yes,N/A,60Hz,2024,2,B+,In Stock
ACCESSORIES-0-04493,Accessories - SKU 04493,Accessories,0,8K UHD,IPS,154.27,189.31,95.27,38.0,2.9,N/A,Yes,N/A,N/A,2024,2,A+++,In Stock
OLED-TV-83-04494,"OLED TV 83"" - Model 04494",OLED TV,83,8K UHD,DLP,2470.92,3047.5,1342.16,46.0,79.0,73.9x42.3x4.1,N/A,N/A,144Hz,2024,5,A+,In Stock
ACCESSORIES-0-04495,Accessories - SKU 04495,Accessories,0,4K UHD,N/A,124.77,154.63,72.19,42.0,7.1,N/A,No,N/A,60Hz,2024,2,N/A,In Stock
OLED-TV-48-04496,"OLED TV 48"" - Model 04496",OLED TV,48,4K UHD,Laser,1798.59,1996.15,1056.27,41.0,51.3,42.7x24.5x3.1,Yes,N/A,60Hz,2023,2,B+,Limited
ACCESSORIES-0-04497,Accessories - SKU 04497,Accessories,0,720p,OLED,123.53,152.06,62.44,49.0,1.3,N/A,No,Yes,N/A,2023,1,A+++,In Stock
QLED-TV-40-04498,"QLED TV 40"" - Model 04498",QLED TV,40,1080p,VA,1095.99,1362.92,672.95,39.0,38.2,35.6x20.4x2.3,N/A,No,144Hz,2023,3,A+++,Pre-order
COMMERCIAL-DISPLAY-24-04499,"Commercial Display 24"" - Model 04499",Commercial Display,24,1440p,Laser,925.12,1023.09,585.19,37.0,26.7,21.4x12.2x4.2,Yes,No,165Hz,2024,3,N/A,In Stock
COMPUTER-MONITOR-45-04500,"Computer Monitor 45"" - Model 04500",Computer Monitor,45,4K UHD,LCD,616.69,772.24,383.33,38.0,45.1,40.0x22.9x4.1,No,Yes,165Hz,2024,3,N/A,Pre-order
OLED-TV-55-04501,"OLED TV 55"" - Model 04501",OLED TV,55,720p,N/A,1869.83,2077.6,1287.46,31.0,49.8,49.0x28.1x4.2,N/A,N/A,120Hz,2023,2,B+,In Stock
COMPUTER-MONITOR-83-04502,"Computer Monitor 83"" - Model 04502",Computer Monitor,83,1080p,QLED,971.82,1189.29,643.92,34.0,74.7,73.9x42.3x4.8,Yes,Yes,240Hz,2023,5,A+++,Pre-order
OLED-TV-48-04503,"OLED TV 48"" - Model 04503",OLED TV,48,1080p,Laser,1743.02,2174.97,882.55,49.0,49.9,42.7x24.5x4.2,N/A,Yes,N/A,2024,1,A+++,Limited
OLED-TV-48-04504,"OLED TV 48"" - Model 04504",OLED TV,48,1440p,N/A,1835.59,2306.09,1209.19,34.0,51.2,42.7x24.5x5.0,N/A,N/A,60Hz,2023,3,A+,Limited
COMMERCIAL-DISPLAY-43-04505,"Commercial Display 43"" - Model 04505",Commercial Display,43,720p,OLED,1115.17,1344.93,714.85,36.0,41.4,38.3x21.9x2.0,N/A,N/A,60Hz,2024,1,N/A,In Stock
ACCESSORIES-0-04506,Accessories - SKU 04506,Accessories,0,8K UHD,OLED,238.76,297.84,129.08,46.0,6.3,N/A,N/A,N/A,165Hz,2024,3,A++,Limited
